Dep髎ito;Partida;Secuencia;Desde;Lote;Vencimiento;Producto;Medida;Secuencia modif;Partida completa;Linea;Categoria
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0F262;16;18/11/2025;231924868;30/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.0 X 15 MM;0016;0F2620016;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0F262;20;18/11/2025;231924868;30/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.0 X 15 MM;0020;0F2620020;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0F262;21;18/11/2025;231924868;30/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.0 X 15 MM;0021;0F2620021;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0F262;24;18/11/2025;231924868;30/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.0 X 15 MM;0024;0F2620024;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D259;6;18/11/2025;231593309;16/06/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.0 X 15 MM;0006;0D2590006;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D693;5;07/11/2025;231924404;29/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.0 X 20 MM;0005;0D6930005;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D693;11;07/11/2025;231924404;29/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.0 X 20 MM;0011;0D6930011;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D693;12;07/11/2025;231924404;29/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.0 X 20 MM;0012;0D6930012;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0C625;17;21/10/2025;231635126;20/06/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.0 X 20 MM;0017;0C6250017;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0C625;28;07/10/2025;231635126;20/06/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.0 X 20 MM;0028;0C6250028;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0C625;42;30/10/2025;231635126;20/06/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.0 X 20 MM;0042;0C6250042;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D702;1;14/10/2025;231924404;29/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.0 X 20 MM;0001;0D7020001;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0F266;21;18/11/2025;231784213;15/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.0 X 20 MM;0021;0F2660021;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0F266;20;18/11/2025;231784213;15/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.0 X 20 MM;0020;0F2660020;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0F266;12;18/11/2025;231784213;15/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.0 X 20 MM;0012;0F2660012;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0F266;11;18/11/2025;231784213;15/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.0 X 20 MM;0011;0F2660011;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0E213;2;30/10/2025;231784213;15/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.0 X 20 MM;0002;0E2130002;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0E213;3;30/10/2025;231784213;15/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.0 X 20 MM;0003;0E2130003;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0E215;4;28/10/2025;231639055;24/06/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.5 x 12 MM;0004;0E2150004;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0E215;7;28/10/2025;231639055;24/06/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.5 x 12 MM;0007;0E2150007;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0E215;27;28/10/2025;231639055;24/06/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.5 x 12 MM;0027;0E2150027;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0E215;9;28/10/2025;231639055;24/06/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.5 x 12 MM;0009;0E2150009;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0E218;2;18/11/2025;231690936;02/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.5 X 15 MM;0002;0E2180002;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0E218;27;18/11/2025;231690936;02/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.5 X 15 MM;0027;0E2180027;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0E218;26;18/11/2025;231690936;02/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.5 X 15 MM;0026;0E2180026;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0E218;3;18/11/2025;231690936;02/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.5 X 15 MM;0003;0E2180003;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0E218;55;18/11/2025;231690936;02/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.5 X 15 MM;0055;0E2180055;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0E216;43;30/10/2025;231784021;16/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.5 X 15 MM;0043;0E2160043;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0E216;46;30/10/2025;231784021;16/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.5 X 15 MM;0046;0E2160046;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D262;22;07/10/2025;231593312;16/06/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.5 X 15 MM;0022;0D2620022;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D262;25;30/10/2025;231593312;16/06/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.5 X 15 MM;0025;0D2620025;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D261;30;30/10/2025;231593312;16/06/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.5 X 15 MM;0030;0D2610030;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D261;31;30/10/2025;231593312;16/06/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.5 X 15 MM;0031;0D2610031;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D261;45;30/10/2025;231593312;16/06/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.5 X 15 MM;0045;0D2610045;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D261;46;30/10/2025;231593312;16/06/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.5 X 15 MM;0046;0D2610046;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D261;50;30/10/2025;231593312;16/06/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.5 X 15 MM;0050;0D2610050;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D263;28;30/10/2025;231593318;17/06/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.5 X 15 MM;0028;0D2630028;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;99974;7;10/07/2025;231048343;04/04/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.5 X 20 MM;0007;999740007;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0B557;7;04/11/2025;231048343;04/04/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.5 X 20 MM;0007;0B5570007;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0B557;4;04/11/2025;231048343;04/04/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.5 X 20 MM;0004;0B5570004;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0B557;8;04/11/2025;231048343;04/04/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.5 X 20 MM;0008;0B5570008;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D265;16;18/11/2025;231639057;24/06/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.5 X 20 MM;0016;0D2650016;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0E220;5;18/11/2025;231784222;16/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.5 X 20 MM;0005;0E2200005;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D265;19;04/11/2025;231639057;24/06/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.5 X 20 MM;0019;0D2650019;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D264;7;18/11/2025;231784222;16/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.5 X 20 MM;0007;0D2640007;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D348;13;07/11/2025;231764120;09/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.5 X 20 MM;0013;0D3480013;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D265;11;04/11/2025;231639057;24/06/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.5 X 20 MM;0011;0D2650011;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D265;12;04/11/2025;231639057;24/06/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.5 X 20 MM;0012;0D2650012;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D265;15;18/11/2025;231639057;24/06/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.5 X 20 MM;0015;0D2650015;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0E224;2;18/11/2025;231784209;16/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.75 X 20 MM;0002;0E2240002;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D274;34;18/11/2025;231593320;17/06/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;3.0 X 12 MM;0034;0D2740034;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D274;36;18/11/2025;231593320;17/06/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;3.0 X 12 MM;0036;0D2740036;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D274;35;18/11/2025;231593320;17/06/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;3.0 X 12 MM;0035;0D2740035;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D276;34;11/11/2025;231274100;09/05/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;3.0 X 15 MM;0034;0D2760034;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0E230;2;18/11/2025;231824775;15/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;3.0 X 20 MM;0002;0E2300002;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0E230;1;18/11/2025;231824775;15/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;3.0 X 20 MM;0001;0E2300001;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0E230;3;18/11/2025;231824775;15/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;3.0 X 20 MM;0003;0E2300003;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0F341;1;14/11/2025;231545914;12/06/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;3.0 X 20 MM;0001;0F3410001;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D919;1;18/11/2025;231824775;15/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;3.0 X 20 MM;0001;0D9190001;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D919;2;18/11/2025;231824775;15/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;3.0 X 20 MM;0002;0D9190002;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D919;8;18/11/2025;231824775;15/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;3.0 X 20 MM;0008;0D9190008;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D919;9;18/11/2025;231824775;15/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;3.0 X 20 MM;0009;0D9190009;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D699;2;04/11/2025;231924872;31/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;3.0 X 20 MM;0002;0D6990002;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D699;4;04/11/2025;231924872;31/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;3.0 X 20 MM;0004;0D6990004;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D699;6;04/11/2025;231924872;31/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;3.0 X 20 MM;0006;0D6990006;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D699;31;04/11/2025;231924872;31/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;3.0 X 20 MM;0031;0D6990031;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D699;45;18/11/2025;231924872;31/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;3.0 X 20 MM;0045;0D6990045;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D699;46;18/11/2025;231924872;31/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;3.0 X 20 MM;0046;0D6990046;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0E427;6;28/10/2025;231924403;29/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;3.5 X 12 MM;0006;0E4270006;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D239;3;18/11/2025;231637813;20/06/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;3.5 X 12 MM;0003;0D2390003;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D239;1;18/11/2025;231637813;20/06/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;3.5 X 12 MM;0001;0D2390001;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0F289;9;18/11/2025;231924397;29/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;3.5 X 15 MM;0009;0F2890009;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D240;11;18/11/2025;231874694;24/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;3.5 X 15 MM;0011;0D2400011;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D240;1;18/11/2025;231874694;24/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;3.5 X 15 MM;0001;0D2400001;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0F052;1;18/11/2025;232090835;21/08/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;3.5 X 20 MM;0001;0F0520001;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0F052;2;18/11/2025;232090835;21/08/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;3.5 X 20 MM;0002;0F0520002;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0F293;10;18/11/2025;231895480;28/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;4.0 X 12 MM;0010;0F2930010;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0F293;11;18/11/2025;231895480;28/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;4.0 X 12 MM;0011;0F2930011;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0F294;4;18/11/2025;231895481;28/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;4.0 X 15 MM;0004;0F2940004;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0F294;10;18/11/2025;231895481;28/07/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;4.0 X 15 MM;0010;0F2940010;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0F340;1;14/11/2025;229762068;02/10/2026;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;4.5 X 15 MM;0001;0F3400001;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0D249;1;23/09/2025;229590636;04/09/2026;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;5.0 X 12 MM;0001;0D2490001;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0E243;3;18/11/2025;231091663;10/04/2027;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;5.0 X 15 MM;0003;0E2430003;CORONARIO;BALON CORONARIO EUPHORA
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0B596;1;21/10/2025;C109049;21/05/2028;BALON DE ALTA PRESION FORTREX;5.0 X 40 MM 135 CM;0001;0B5960001;PERIFERICO;FORTREX
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0A697;4;10/11/2025;B781513;29/08/2027;BALON DE ALTA PRESION FORTREX;5.0 X 40 MM 135 CM;0004;0A6970004;PERIFERICO;FORTREX
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;99065;3;11/11/2025;B795525;30/09/2027;BALON DE ALTA PRESION FORTREX;5.0 X 80 MM 135 CM;0003;990650003;PERIFERICO;FORTREX
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;97627;23;04/11/2025;0012564572;28/11/2027;BALON LIBERADOR DE PACLITAXEL ADMIRAL IN.PACT;4.0 X 120 MM 130 CM;0023;976270023;PERIFERICO;IN.PACT
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0E246;13;30/10/2025;0012722403;17/03/2028;BALON LIBERADOR DE PACLITAXEL ADMIRAL IN.PACT;4.0 X 120 MM 130 CM;0013;0E2460013;PERIFERICO;IN.PACT
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0B641;29;07/11/2025;0012635385;21/01/2028;BALON LIBERADOR DE PACLITAXEL ADMIRAL IN.PACT;4.0 X 120 MM 130 CM;0029;0B6410029;PERIFERICO;IN.PACT
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0E247;17;28/10/2025;0012804328;07/05/2028;BALON LIBERADOR DE PACLITAXEL ADMIRAL IN.PACT;4.0 X 150 MM 130 CM;0017;0E2470017;PERIFERICO;IN.PACT
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0E247;14;28/10/2025;0012804328;07/05/2028;BALON LIBERADOR DE PACLITAXEL ADMIRAL IN.PACT;4.0 X 150 MM 130 CM;0014;0E2470014;PERIFERICO;IN.PACT
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;98258;2;28/07/2025;0012554142;25/11/2027;BALON LIBERADOR DE PACLITAXEL ADMIRAL IN.PACT;4.0 X 40 MM 130 CM;0002;982580002;PERIFERICO;IN.PACT
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;99005;14;10/07/2025;0012554142;25/11/2027;BALON LIBERADOR DE PACLITAXEL ADMIRAL IN.PACT;4.0 X 40 MM 130 CM;0014;990050014;PERIFERICO;IN.PACT
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;96452;3;10/07/2025;0012554153;25/11/2027;BALON LIBERADOR DE PACLITAXEL ADMIRAL IN.PACT;4.0 X 40 MM 130 CM;0003;964520003;PERIFERICO;IN.PACT
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;95052;4;04/11/2025;0012412992;24/08/2027;BALON LIBERADOR DE PACLITAXEL ADMIRAL IN.PACT;4.0 X 60 MM 130 CM;0004;950520004;PERIFERICO;IN.PACT
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0C746;15;18/11/2025;0012635390;21/01/2028;BALON LIBERADOR DE PACLITAXEL ADMIRAL IN.PACT;4.0 X 80 MM 130 CM;0015;0C7460015;PERIFERICO;IN.PACT
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0C746;16;18/11/2025;0012635390;21/01/2028;BALON LIBERADOR DE PACLITAXEL ADMIRAL IN.PACT;4.0 X 80 MM 130 CM;0016;0C7460016;PERIFERICO;IN.PACT
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0E245;12;04/11/2025;0012635390;21/01/2028;BALON LIBERADOR DE PACLITAXEL ADMIRAL IN.PACT;4.0 X 80 MM 130 CM;0012;0E2450012;PERIFERICO;IN.PACT
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;98422;45;18/11/2025;0012618004;13/01/2028;BALON LIBERADOR DE PACLITAXEL ADMIRAL IN.PACT;5.0 X 150 MM 130 CM;0045;984220045;PERIFERICO;IN.PACT
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0A942;8;18/11/2025;0012750566;02/04/2028;BALON LIBERADOR DE PACLITAXEL ADMIRAL IN.PACT;5.0 X 150 MM 130 CM;0008;0A9420008;PERIFERICO;IN.PACT
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0E851;92;18/11/2025;0012965306;11/08/2028;BALON LIBERADOR DE PACLITAXEL ADMIRAL IN.PACT;5.0 X 150 MM 130 CM;0092;0E8510092;PERIFERICO;IN.PACT
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0E851;90;18/11/2025;0012965306;11/08/2028;BALON LIBERADOR DE PACLITAXEL ADMIRAL IN.PACT;5.0 X 150 MM 130 CM;0090;0E8510090;PERIFERICO;IN.PACT
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0E851;52;30/10/2025;0012965306;11/08/2028;BALON LIBERADOR DE PACLITAXEL ADMIRAL IN.PACT;5.0 X 150 MM 130 CM;0052;0E8510052;PERIFERICO;IN.PACT
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0E851;19;04/11/2025;0012965306;11/08/2028;BALON LIBERADOR DE PACLITAXEL ADMIRAL IN.PACT;5.0 X 150 MM 130 CM;0019;0E8510019;PERIFERICO;IN.PACT
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0E851;18;04/11/2025;0012965306;11/08/2028;BALON LIBERADOR DE PACLITAXEL ADMIRAL IN.PACT;5.0 X 150 MM 130 CM;0018;0E8510018;PERIFERICO;IN.PACT
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0F607;1;18/11/2025;0012722397;17/03/2028;BALON LIBERADOR DE PACLITAXEL ADMIRAL IN.PACT;5.0 X 150 MM 130 CM;0001;0F6070001;PERIFERICO;IN.PACT
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0E248;9;04/11/2025;0012752070;03/04/2028;BALON LIBERADOR DE PACLITAXEL ADMIRAL IN.PACT;5.0 X 40 MM 130 CM;0009;0E2480009;PERIFERICO;IN.PACT
ORTOPEDIA SANTA LUCIA - CONSIGNACION PAMI;0B646;4;07/11/2025;0012697520;02/03/2028;BALON LIBERADOR DE PACLITAXEL ADMIRAL IN.PACT;5.0 X 80 MM 130 CM;0004;0B6460004;PERIFERICO;IN.PACT
